sentiment,title,desc,note_ip_location
1,"罗马开新旗舰店，优衣库上半年欧美业绩强劲
","月1日，优衣库在罗马开出意大利第2家旗舰店，座落在罗马ViadelCorso购物街的一座120年代的拱廊建筑内。商店设计充分借鉴罗马的历史和建筑元素，拱门石灰华色调木质饰面，以独特美感，向罗马城致敬。
 
罗马店作为迅销集团今年春夏计划在欧洲新开的五店之一，代表迅销进一步加速其在欧洲与北美扩张的重要一步。
 
月11日优衣库母公司迅销集团发布的202财年上半年（202年月至202年2月）财报显示，优衣库在中国以外的国际业务上发展态势良好。
 
优衣库欧美上半年收入和利润均大幅增长。其中，营收从去年上半年的200亿日元飙升至今年的20亿日元，增幅为2%。
 
优衣库国际的另一板块，韩国东南亚印度澳大利亚也录得收入与利润双增长。上半年营收为22亿，同比增1%。
 
优衣库大中华区上半年营收增长不及其他国际区域。具体营收为0亿，同比增12.%，其中，内地市场利润略有收缩，同店销售额增长在一季度同比增20%后，二季度由于需求放缓而略有收缩。
 
目前，拥有全世界最多优衣库门店的优衣库中国，正面临单店盈利能力不足的问题。相比201财年，202财年单店营收下降%，只达到约日本国内的一半。
 
由此，优衣库目前在国际不同区域采取不同扩张策略。一方面，大幅加快开店步伐，加速在除中国以外区域的扩张。每年优衣库预计要在东南亚印度和澳大利亚地区开设约0家门店，在北美和欧洲各开设0家门店。
 
在中国，优衣库在继续开新店的同时，也从去年开始对旧有门店启动梳理，关闭淘汰老旧与不盈利门店。
 
202财年，优衣库计划在中国开0家新店，淘汰0家旧店，净增0店。
 
视频来源：uniqloeuropeIG

","福建
"
1,"优衣库瑕疵架
","吊牌价++u可代
","山东
"
1,"优衣库黑白格衬衫
","
","湖北
"
1,"广交会点外卖/优衣库/跑腿
","本人在附近财经大学的，有空有时间。需要帮忙的可以滴滴我呢   
 
可以拿到展馆那里
","广东
"
1,"优衣库 内衣必入款春夏内衣内裤分享
","优衣库内衣折扣入了两款，背心式自带胸垫，搭配衣服特别方便必入款，其他几款都是夏天穿各种风格衣服还有不同面料需要穿的一些内衣，详情就直接看视频吧有问题在评论区留言吧#
","安徽
"
1,"优衣库你这含金量也
","同款货好：
早春夏季可穿推荐    
1防晒速干轻盈面料
2宽松版型触感凉爽舒适
⃣高腰线显高

","湖南
"
1,"优衣库月2日降价要来了
","本次降价非常少，只有几款，明天还是会照常更新

","山东
"
0,"优衣库辣妹T劝退
","型是真不错，正肩，搭配高腰裤显的腿很长。
但是架不住洗了第三次领口已经变形的没法穿，老老实实穿U系列吧。
","河北
"
1,"优衣库夏日薄荷曼波叠穿走起
","
","湖南
"
2,"我也有我的强了
","感谢优衣库和扣扣联名的QQ爱UT系列，我也终于找到了我的强
 
不敢想象我穿上这一身，得迷死多少强
 

","上海
"
2,"逛优衣库就像逛超市0+宝妈的周末vlog
","在优衣库买衣服单看每件都不贵，每次结账的时候就是大几百；跟逛超市似的每件商品你感觉只有十几二十的，结账发现竟然买了几百块的东西了
","北京
"
2,"我真的要被优衣库的模特穿搭迷死了
","真的好好看啊，穿搭跟衣品真的太重要了，脸可以一般般，但是衣品时髦就觉得这个人很有态度
","广西
"
2,"优衣库这款长裙太出片了谁穿谁好看
","🇺🇸LasVegas遛娃，虽然天很热但是挡不住它室内凉快啊。

","加拿大
"
2,"优衣库饺子包
","真的原，很漂亮
","江苏
"
2,"日本优衣库定制的库洛米和巴库短袖太可爱噜
","在广东我也穿上了日本日本特产，我定了一件库洛米和巴库的短袖，可以自己定喜欢的贴图，还有很多ip联名都可以定制，有hellokitty帕恰狗布丁狗美乐蒂都有，很多ip都是国内没有的。我12斤，定制的是童装的10的码数，刚好还有点宽松
发发薯时尚薯薯队长潮流薯新品薯日常薯生活薯穿搭薯优衣库UNIQLO优衣库UNIQLOAUSTRALIA
","广东
"
2,"优衣库挖到一条好绝的西装裤高级极简🐘
","又又一条神裤垂坠感没得说好适合春夏
好喜欢这个长度刚刚好梨形小个子入
灰色百搭单品好喜欢

","河南
"
2,"谁懂啊，优衣库UT真的很会
","开启你的无尽冒险之旅
优衣库携手人气游戏
《塞尔达传说王国之泪》首次登上UT
经典的林克捞公主，大师剑血四贤者，旅行者呀举牌小哥等元素
","广东
"
2,"1小个子日常上班通勤穿搭
","优衣库这件格子衬衫深得我心 

","江苏
"
2,"KAWS＆优衣库T恤降价20
","
","广西
"
1,"可爱的皮卡丘来啦
","优衣库宝可梦崭新的冒险合作系列
在广阔的宝可梦世界里，通过冒险找到你的宝物吧 
翠绿色T：1
藏青色T：1
白色T：1
黑色T：1
黄色短裤：22
黑色短裤：21
草绿色短裤：21
(最大尺码10cm成人也可穿着哦)

","上海
"
1,"以前在优衣库上班真的好瘦呀超累呀
","
","上海
"
2,"啊啊啊优衣库童装裙你别太好看啦
","时尚薯
","广东
"
1,"蹲降到11 挨个踢🦶
","
","河北
"
1,"优衣库JWA系列衬衫跟西装更配哦
","这次JWA系列我真的太爱啦每件怎么搭都好看诶配牛仔裤也是绝绝子有蹲降价的嘛
货号在这里

优质长绒棉衬衫
棉质茄克夹克02
KGK

","江苏
"
1,"出优衣库西装裤全新12s码
","八十包邮
","广东
"
2,"cleanfit的尽头是优衣库
","
","四川
"
2,"澳门优衣库可爱的出前一丁
","出前一丁的图案还有

","中国澳门
"
2,"优衣库迪士尼联名上衣也太好搭啦
","这件联名T恤随便搭搭都好看 
搭配今年夏天很火的蛋糕裙简直不要太可爱 

","浙江
"
2,"优衣库的绿裙子太夏天了，蹲到112就去买
","希望可以降价不过现在也不贵
挺舒服的，有一点显胯
联名的背心已经降价了
降价大家敲我一下

","河北
"
2,"优衣库总要去试穿一下心仪的款式
","对蓝色的喜爱
无法抑制
虽然蓝色并不好搭
但它就是好看吖
 
挂脖bra背心
这个咖色也很高级
 
还试了小白裙和小绿裙
 
先确定好自己的尺码
蹲降价
等降价时候就可以买了
 

","浙江
"
1,"#律师今日穿什么
","休闲穿
","江西
"
2,"一条优衣库日系裤子
","好喜欢啊
选了比自己平常尺码大一个号的
薄薄的
好适合春天穿

","北京
"
1,"久违的第1
","
","江苏
"
2,"202优衣库新款防晒衣始祖鸟🐦平替
","新款升级版也试穿给大家看看
是始祖鸟平替
UPF0+高倍防晒
阻挡0%以上紫外线
防水面料携带方便
种颜色
认准日本本土款
帮代日本本土款是个靠谱的代购🤪

","福建
"
2,"dimoo优衣库联名
","真的很好看
","辽宁
"
2,"优衣库夏季女装也太好看了吧
","
优衣库女装上新啦
这也太好看啦

","河北
"
1,".22挑战一年不买新衣服第天
","青岛天气：121度，晴
上衣：音儿
外套：优衣库
半身裙：三彩

","山东
"
2,"和女儿的日系穿搭
","一人一条格子裙
叠穿好看的呀






","湖北
"
1,"优衣库这个t咋一看我还以为是2周边
","得了一种看到彩色球球就会想起五大爷的毛病
 

","广东
"
1,".21挑战一年不买新衣服第天
","周末带娃踏青的一天
上衣：优衣库
裤子：鸿星尔克

","山东
"
1,"优衣库这条裙子要不要拿下
","在纠结
一个是我有点胖胖的怕本身就没腰身加上无袖会显得更胖
但是感觉很春天看着就很松弛舒适
","上海
"
2,"夏天来了，优衣库米菲包屁衣上身了
","可可爱爱小小脑袋
","浙江
"
2,"优衣库日系克莱因蓝这件好乖
","好几个颜色都蛮好看的
蓝色要特别一些
棉麻的上身很凉快
特别日系的一件这个系列的都很经典
薯队长时尚薯
","安徽
"
2,"潮男可不打折
","优衣库打折了






","内蒙古
"
1,".22优衣库瑕疵更新
","
","河南
"
1,"优衣库白衬衫搭鱼尾裙可以吗
","
","河南
"
0,"优衣库收腹裤真的是让我惊呆了
","谁懂穿了优衣库收腹裤后一坐下，腰上就开始卷的很滚轮胎一样在呼吸一下直接给你卷到肚脐眼下面去了天杀的这些打广告的现在此刻坐在工位上，真的难受的要死
","江西
"
1,"男生春夏季穿搭合辑优衣库新品OOTD.0
","男生春夏季穿搭合辑优衣库春夏季新品OOTD.0
HerecomestheSummer&SpringDay
ootd初级穿搭JF杰夫今天又来到大家都爱的优衣库,202春夏季新品在实体已经上线,这次新增了UT系列.各种清新的春夏绿色,快来点赞收藏吧.名称简介如下（图片有附货号）
 
◾竹节棉格子衬衫暗黑白色全棉短裤
▫法兰绒格子衬衫黑色工装短裤
◾UT短袖T恤绿色白色全棉短裤
▫UT短袖T恤橙色黑色工装短裤
◾棉麻立领衬衫白色全棉短裤
这次的衣服里面蛮多是「设计师合作款」跟「UT系列」,都是以单色基本款为主,春夏就是这样简简单单才好,有什么问题欢迎随时留言
#######
","福建
"
0,"优衣库XLabubu联名款（bushi
","拍完发现衣服怎么还有油渍啊
 

","浙江
"
1,"蹲一个日本的姐妹代优衣库hellokitty短袖
","价格合适的话我想要2件有去旅游方便代的姐妹也可以
 

","韩国
"
2,"赚优衣库的 在优衣库花
","又是一波降价

","广东
"
2,"优衣库店长推荐的口袋T恤它来了
","基础款的口袋t真的很干净，日常通勤穿搭都是挺不错的单品，黑色百搭款
短袖：1
皮带：2
裤子：RHRB

","广东
"
2,"优衣库的大师正肩T谁还没买？
","带娃穿搭讲究的就是一个随性舒适最近很爱牛仔裤
优衣库的大师正肩T谁还没买呢一件每个颜色每个尺码都可以来一件 
 
：citizensofhumanityannina
：优衣库
","北京
"
2,"拒绝孕妇装之优衣库短裤
","夏天生宝宝的月份很好哦，孕早期在秋冬季，肚肚不明显不用里三层外三层的置换孕妇装，到了春末初夏，各种宽松卫衣休闲裤就能对付，快生的时候更是一条连衣裙可以走天下。
不过深圳的天气还是热的早，以前的短裤是都穿不上啦，网上带托腹布的裤子实在太丑，所以去优衣库挑挑
1高弹力松紧短裤：卫裤材质，松紧带确实弹性很大，穿M码还有很大的拉伸空间，舒服不勒肚。
2ALRism松紧短裤：看中花色试的，面料很柔爽，适合夏天，但是松紧带的弹性一般，整体合身度和裤腰带只能二选一。
⃣女装休闲短裤：轻便吸汗面料，这条松紧带也很宽松，挺显腿直的。
最后购入第1款
 

","广东
"
0,"南昌万象城优衣库店员真的过于敏感了
","想了很久还是觉得发出来比较好，当时在万象城店看中了chiikawa童装，看了一下正好有10的码（本人平时买它家短袖也是10，货架上也标了大人可以穿10），在镜子那比了一下确认是可以穿下的，拿去试衣间，被发试衣牌的店员反复盯着手上的衣服看，然后态度特别不好地给我一个口罩让我不要把粉底液蹭到衣服上，其实到这里我都是可以理解而且我觉得发口罩也蛮好的，毕竟是保护没有售卖出去的衣服
 
但是我试完出去的时候，我把试衣牌还给店员，并且说:“我要这件。”不知道店员是默认大家都是来试穿chiikawa不买还是没听到我说的话，直接特别大声叫住我，说:“不要的衣服给我，不要拿走”尬住了后面也没有道歉，全程对我摆脸
 
怎么说呢，首先我觉得我去试穿肯定是有强烈购买意愿，不是所有顾客都是试衣间拍照党；其次童装10可以穿是你们公司自己摆出来的标语，服务业做成这个样真的挺差劲的不过逛这么多年优衣库好像就万象城这家态度不好[汗颜R]
","江西
"
0,"优衣库饺子包我又错过了
","每次降价都错过好烦
","浙江
"
2,"优衣库粉衬衫救了件皮衣
","好几年前买的皮衣一直不知道怎么搭
 
因为矮胖，穿这种宽肩皮衣，像个打橄榄球的
最近出门有点冷随手拿了套在粉衬衫外面
发现效果居然不错


","福建
"
1,"10小个子在优衣库能穿什么
","
","河北
"
1,"优衣库你这个蛋糕裙大可不必
","蛋糕裙0适合梨形身材，但2的略贵，内衬和裙子是分开的，内衬丢了就很尴尬，没啥线头，版型还可以，能接受内胆分开和2的可冲，我认为可以再等等，但也有很多更低价更好的选择。
蓝色衬衫0可冲面料丝滑凉爽，目前1，还有空间，属于衣橱里的基础百搭款。
Polo短袖0喜欢学院风的可入，价格还有空间，可观望，夏天穿不会闷热，透气性较好。
辣妹短袖T恤0黑白灰蓝必入，现之前过，可蹲直播。
C系列格子衬衫不是那种硬挺的面料，触感偏软塌，上身舒服，不易起褶子，袖子是泡泡袖，实穿性强可正式日系度假多种风格，1可入了，后面可能会断码
","云南
"
2,"优衣库你真的我哭死🧵牛仔开衩长裙降价惹
","终于等到你还好我没放弃
之前就断货过一次好在补货了嘿嘿
随便穿都很韩系慵懒谁懂
老婆们你们都买了啥颜色啊参考一下[吃瓜R]


","广东
"
2,"让我看看是谁还没有ppmt短袖
","可爱住了，想冲进店里再买几件
","河南
"
1,"品牌洗绿：优衣库发布难民署新款夏季服装
","长崎和广岛的加入网络系统，今晚并在优衣库发布难民署新款夏季服装。
","山东
"
2,"优衣库的这件麻衬衣是真的好穿
","货号22元
我买的xxl
喜欢oversize
另外麻这种材质本身会缩水
买了两个颜色，白色和蓝色
都是夏天的颜色
好单穿
也好搭配外套背心什么的
还可以当防晒衣穿
这种有点凉的夏天早上，里面搭一件背心，刚刚好
 

","贵州
"
1,"瑕疵品
","优衣库悉尼新鲜的刀鱼
","江苏
"
1,"终于被我找到优衣库同款平替才  
","货号：1同款平替，不要再花几百去线下买了源头工厂直销才  这质量性价比炒鸡高
男女同款情侣款
短裤是夏天必备单品之一
快安排起来吧
","安徽
"
1,"NY/JC优衣库全新毛呢外套0
","去年这款超火到处断货结果买了我一次没穿吊牌剪了尺码S0
曼哈顿或JC面交
还在出其他闲置请翻看主页


","美国
"
1,"优衣库衬衫今日降11了，入手吧
","让我看看哪个宝子这款是原价买的，比如我
但是小道消息，距离1也不远了，蹲好我


","河北
"
1,"优衣库cpj风衣了
","
","四川
"
2,"来了来了新款锦织圭网球衫
","优衣库这波挺快锦织圭网球衫又出新了
上次的太快了一周就完了
赶紧去穿啦
 

","日本
"
1,"优衣库试衣间穿搭
","
","四川
"
2,"优衣库r拿下
","随便逛逛优衣库一开始是想买背心的1的价格给我劝退了然后瞄到了这条裤子
版型颜色面料都很棒，价格也很心动hhh
本来在店里试穿的时候m码刚刚好
结果两个星期瘦太多腰那个位置大了好多
建议小个子腰细的美女们直接冲s码

","湖南
"
1,"下手了下手了，再不下手就断码了
","去的时候最后一件100码t，按理说应该买110的，版型看着挺大的，一百码应该也能穿吧[失望R]裤子还是买了110的
","湖北
"
1,"优衣库2格子衬衫怎么选？看这一篇就够了
","
","河北
"
1,"微胖穿搭
","上衣：优衣库货号：迪士尼印花短袖T恤
裙子：三福货号：长裙春季半身裙2
鞋子：回力cm增高平价好穿

","山东
"
1,"东京银座优衣库hellokittydiy
","
","日本
"
2,"优衣库是懂男孩子的
","大人才做选择呢
小孩全都要
 








","广东
"
2,"灰裤子才是最好的单品
","
最近气温马上0°了，短裤必须安排上，来看看这件灰色百搭单品
裤长0㎝，穿的m码，正好露出膝盖
","河北
"
2,"拉夫折扣太香啦夏天衣服买起来
","真的不要太划算了每件都好看
100+一件比优衣库都便宜
国内1折绝给娃每个颜色买一件



","北京
"
2,"优衣库你是懂联名的
","谁能拒绝「优衣库新款联名」
反正我不能́每件都超爱 
看看你最哪一款？
来优衣库公元时代城1F
","山西
"
1,"纽约出闲置衣服
","因为搬家现在出一些闲置衣服：
 
优衣库毛衣，cos毛衣，厚开衫毛线衣，aritiza卫衣，aritiza羽绒服成新
 

","美国
"
2,"1穿上秒变10
","
这条修身防褶皱长裤真是撞到我心巴上了
配色多，有藏蓝色，黑色还有卡其色，一整个爱住了
感觉配个高帮的帆布鞋会更好看
","河北
"
2,"优衣库大学生兼职之每次看到外国人
","都想让他们线上下单啊啊啊但是不可以
好眼红外国人一买买超级多
","广东
"
2,"优衣库&迪士尼联名米奇tee
","别说，还挺适合做情侣装的，看起来平平无奇，上身还蛮好看复古又带点可爱
 

","山东
"
2,"黑黄皮妹妹们大胆冲优衣库这条小裙子
"," ：
 
真的好靓
穿上它心情都会变好，软软糯糯

","中国香港
"
1,"优衣库10
","出一件M码全新未拆封的穿不了退不了价格好商量
","江西
"
2,"优衣库拉链卫衣才1诶
","目前只有这个颜色降价了哦
喜欢的宝子们冲

","陕西
"
2,"短腿星人买裤子太难啦
","
是短腿星人也能驾驭的优衣库工装裤呀，请忽略我的大油头
","山东
"
0,"优衣库衬衫
","几天发货啊优衣库
","河南
"
2,"日本优衣库限定0周年kitty卫衣短袖
","太太太可爱啦
给自己定制了一件kitty卫衣宽宽大大的超好搭配
而且这个米黄色真的好温柔呀爱了爱了
","日本
"
0,"成年人不配这么可爱吗(ι_´メ)
","优衣库求你出点成年人size
好可爱好可爱
穿不上穿不上

","上海
"
0,"周末怎么舒服怎么穿
","优衣库的工装裙和工字背心，背心带胸垫，不过我觉得有点贵了没买，回来还是惦记着[失望R]工装裙s码，有点大，不过我怕自己长胖，大点就大点吧
","广东
"
2,"优衣库最心仪的单品
","这件寸衫外套一眼戳中我的版型合适，小个子女生想要XS码[抓狂R][抓狂R][抓狂R]
","湖北
"
2,"优衣库你bm啊童装碎花裙怎么可以这么可爱
","今天去优衣库试了童装碎花裙
上身之后真的很好看  
没想到有一天我也可以拥有bm风碎花裙

","广东
"
2,"优衣库Marimekko设计师合作款饺子包
","不买感觉就亏了
那天犹豫不决买白色还是黄色
一切过去天猫旗舰店就剩白的了
还好小程序上还有黄色
赶紧下单收到比预期的好
轻便+面料柔软+实用能装
 
五一虽然还没想好去哪
装备得先也置办上
 

","安徽
"
2,"试衣丨五一穿搭灵感之静逸简约
","优衣库CDC系列感觉每次出来都比较低调，这季的材质剪裁比去年的冬款要优越许多，挑选了两款喜欢的分享:
绿色条纹衫:￥1，面料凉爽不闷，货号00
麻混纺衬衫:￥1，麻制微硬，遮副乳，货号0
麻制系带长裤:京喜盒子JINGXIHEZI

","上海
"
2,"今天是有点色彩的优衣库女孩
","她自己几个月前在优衣库买的联名款连衣裙
今天终于穿上了
内搭一个白色打底
好像更好看一些
 

","四川
"
0,"大学生勇闯优衣库122天了
","今天一觉睡醒我的手臂和手指好痛
周末真的累到了[失望R]
上班有钱拿，不上班没钱拿，继续加油做牛马吧
","广东
"
2,"优衣库打折衬衣
","小u家这个衬衣配他家小背心太好看啦
拿下

","内蒙古
"
2,"优衣库v领白体太好看啦
","
","河南
"
1,"会原价买优衣库吗
","图1在店里试穿效果，图2家里试穿效果，
","江苏
"
1,"优衣库同款平替才，忍不住分享
","这款比去年那款带腰带的好看太多了
","安徽
"
1,"优衣库这款体恤再也没有了吗
","
去年只买了一件白色其实还有很多其他颜色特别是粉色很可惜没有买
这个衣服质感真的很舒服后面很难找到同样质感的
好可惜
","上海
"
1,"优衣库家的miu系女孩
","难得穿格子衬衫
","上海
"
2,"错怪优衣库了
","之前的神裤们实际穿上也就那样
 
但这次随手拿的居然很不错
 
更惊喜的是罗纹长袖打底白色不透肉型非常干练
 


","上海
"
2,"优衣库太绝啦答应我这一套都去冲好吗 
","人类幼崽刻在基因里的松弛感
真的太可爱了呀
 

","广东
"
2,"今天上学有人问我的Kitty短袖
","昨天定制的，今天就穿上了哈哈，有人想要吗？

","日本
"
1,"低价出两件dimoo衣服
","出两件优衣库dimoo联名的衣服，是M码的，买来没穿过，吊牌也还在，不包邮出，一件，两件一起带，出不掉自留了
","广东
"
2,"春夏好i这样穿
","
","广东
"
2,"你可以永远相信 优衣库的正肩大师T
","
","四川
"
1,"你都接收过吗？来自女孩子的快乐
","
","江西
"
2,"优衣库这件亚麻衬衫真的好乖乖
","这个白色真的很乖，显得人很干净，日常通勤穿也不违和的。
 
下装可以穿九分牛仔裤，鞋子可以配红色芭蕾鞋更年轻好看。
 
货号：0
 

","安徽
"
2,"几年的优衣库开了挂，简直美在了心吧上
","
","吉林
"
1,"1012金融不可能乖巧更不可能听话
","
 
muji上衣
优衣库阔腿裤
repetto平底鞋
 

","浙江
"
2,"最近火遍全网的优衣库kitty定制
","其实不止有kitty酱呀
其他三丽鸥卡通人物一样可以定制噢
","日本
"
2,"原来优衣库还有这样的优惠 
","1小程序下单一件也包邮 
2新会员满0020[钱袋R],完善会员信息当月还会有000[钱袋R]
⃣关于退换货：0天内可至全国任意一家门店进行退换货[太阳R]
⃣关于码数：商品比门店要多，且不会存在断码的情况，xsXXXXL码应有尽有 

","广东
"
2,"优衣库的短袖太好看了吧
","第二张是另外一个短袖也挺好看最后买了第一个和另外一个第一个是真的好看
","安徽
"
1,"优衣库橙色灯芯绒饺子包0
","优衣库灯芯绒挎包饺子包
实体店购入全新没背过有吊牌
橙色
售出不退不换
","湖北
"
2,"优衣库本周甄选好衣
","
优衣库本周甄选好衣
会员优享价*开启时尚活力
换季焕新衣自在舒适出游
#
","浙江
"
2,"优衣库你lemaire吧超适合五一出游探店的 
","条纹连衣裙自买的探店打卡旅游通勤都很适合
无袖连衣裙来自优衣库，面料很透气

","广西
"
1,"优衣库这件t好合适呀
","什么时候会降价呢
","广东
"
1,"绍兴购衣好去处发现了优衣库平替版
","大悦城F1
这家店在大悦城开了蛮久了但今天才去逛
哇我发现它里面衣服品质很不错而且很便宜
但加会员要付点钱另外真的没确定我感觉 

","浙江
"
2,"最近是一拖二的日子
","省时间选了图案一样的母女装
弟弟的新鞋子们
姐姐说这是她最喜欢的鞋子
很夏天
盲买主打一个谁能穿谁穿
又买了龙年限定bp的味道无可替代
 

","福建
"
1,"拿下优衣库防晒衣
","10，童装10，等收到货试试
","四川
"
1,"原价出港版一套兔
","上衣10短裤10
全新未拆吊牌共12不包

","广东
"
1,"优衣库s码
","c出闲置我昨天试穿的时候感觉还可以就剪了吊牌洗了然后穿上去又突然觉得不太适合我了有没有姐妹想要带价私我好了
","广西
"
2,"优衣库大师T货号:
","要什么自行车，百搭基础款，正肩显瘦设计，遮住你的拜拜肉，100%纯棉图一体重:0身高:12穿着M码

","江苏
"
2,"优衣库2SSJWA春夏系列
","今年的JWA当真，最爱的单品推荐。

","江苏
"
2,"我不希望任何人错过这件新UNIQLO&JWA 
","新优衣库联名202JWA系列，这件白色夹克真的太太太优雅了，不说完全认不出来个人感觉就是lemaire名副其实的满级平替才只要价格平衣服绝对不平
 
在路过广州太古汇优衣库门口看到模特身上穿的这件大翻领优雅白外套，马上进店问店员，店员说只剩下模特身上这件了，扒下来试穿后极速买走，本人是没分享过优衣库，无奈招架不住这件巨优雅的米白外套，希望大家不要错过这么便宜还这么好的外套
 
整件衣服非常轻薄，带一点点透，米白带点微微泛黄非常高级的颜色，非常突出的大翻领lem味十足，可以立领效果也非常好，下摆有松紧，抽紧后扣上扣子立领状态下会呈现出kiko茧型夹克的即视感（pp），松紧拉紧后内翻可以当短夹克着用，立领翻领都特别好看（pp），排扣和竖插袋也让夹克更加好看，随便搭配一件衬衫都高级感满满，轻型棉质夹克，夏天感觉也可以穿
 
本人110穿的m码（仅供参考）
是不分男女的中性款有蓝色和米白色两个颜色
小程序有sml三个码好像有xl和xxl
 
货号：01   
可能新JWA系列别的单品也很不错
本人是觉得这个外套过于出挑导致其他的都没看
 


","广东
"
1,"🇮🇹罗马的优衣库
","逛啦
人从众
定价就不要跟国内比了
会有些设计师款和特别款
 
可以逛逛

","意大利
"
2,"优衣库女孩
","
儿童版连衣裙 
呼呼又年轻了✧٩(ˊω*)و✧
","河北
"
1,"优衣库12
","听说小红书出很快。
全新，优衣库12宽腿裤，自己穿太大了，不包邮，不议价，0元
 
可以走黄色动物yu出。
","江苏
"
1,"优衣库月2日特价商品集👒 🎒
"," 大家夏天快乐丫
每天0秒，即可好物好价抢先get
特惠信息日更：优衣库/山姆/宜家/迪卡侬/无印良品等常见品牌
一起加油把生活过得美美哒

","北京
"
1,"我的优衣库女孩儿
","
","四川
"
2,"换季穿搭
","女装篇限时特优


","云南
"
1,"日本优衣库kitty定制
","刚收到，码数买大了，
","广东
"
2,"优衣库JWA衬衫确实好看
","好久没逛U家了逛街刚好看到JWA新款
颜色很清爽泡泡纱夏天穿好舒服
就是感觉再小一码比较合适

","广东
"
2,"优衣库你是懂裙子的
","看到博主穿起来很韩系，今天去店里试穿，真的很不错，虽然是童装，尺码10还有点宽松
","安徽
"
2,"优衣库简约通勤穿搭日常舒适休闲干练风
","我分享的穿搭
都是我日常通勤在穿的衣服
也许没有那么的时尚
但这是一个打工人的真实记录

","江苏
"
1,"终于在湖州找到了优衣库的平替BW服饰集合
","这是一家藏在湖州吴兴区文体中心停车场口子的00平服装集合店，没有一件衣服裤子是超过200元的，可以随意搭配，讲究一个半自助没有导购打扰。风格简约时尚，很适合你们，我腿短不是很好搭配，所以搭配了女装
","浙江
"
1,"优衣库模特有多高呀？
","
","广东
"
2,"优衣库kaws联名
","优衣库断码值得入手的kaws联名可以组成家庭亲子装
","安徽
"
1,OOTD地球环保日,"今天周一轻松自在

短袖(里):优衣库
短袖(外):
裤子:COS
白鞋:Adidas
 


(1四舍五入)
","上海
"
0,"各位去逛优衣库的宝妈宝爸
","如果可以的话，麻烦看好自家的孩子吧
两次逛衣服都被小孩扯帘子
一个小男孩探头进来说妈妈
那时候我还在换裤子，真的服气了[失望R]

","广东
"
1,"在优衣库找到了人生内搭
","优衣库
","美国
"
1,"优衣库超值精选
","值得入手的儿童裙子断码啦
","安徽
"
1,"有人知道怡宝哪间UNIQLO有Dimoo所有款式吗
","
","马来西亚
"
2,"穿上优衣库的三丽鸥T恤为玉桂狗打call
","哈哈哈哈哈优衣库今年的sanrio儿童T好可爱
太喜欢玉桂狗这件婴儿蓝t
 

","四川
"
2,"优衣库极限三选一
","感觉三个颜色我都蛮喜欢的[抓狂R][抓狂R][抓狂R]
 

","广东
"
1,"0🍞
","
","浙江
"
2,"ootd优衣库痞帅工装推荐男生入夏穿搭日系
","
小众高级衬衫推荐夏季男生日系少年感穿搭
ootd男生夏季穿搭高级感韩系清爽衬衫叠穿
衬衫真的就是yyds夏日穿搭，男孩子来一件衬衫，简简单单，干干净净 ，就给人满满的学院风少年感⚠夏天，只要厚度选的薄一些，都是可以的，它真的好适合男生夏季穿搭
今天分享的阳光气质短袖衬衫+内搭t恤+休闲五分裤，三件套显高又帅气适合11cm身高的男生穿，不限制身高

","福建
"
2,"这也算个大三巴好机位吧
","优衣库窗户反光了完整的大三巴牌坊，完美避开人群，天气不好，也能出片
","日本
"
2,"男生夏天一定要有优衣库的蓝色衬衫
","每到折扣季就只要r蓝色衬衫，居然那么好穿
 
一件蓝色衬衫可以搭配，韩系日系少年感穿搭；
五一出游还能当防晒衣；
所以男生一定要拥有一件
 
选款式秘诀
优衣库普通款的衬衫过于修身，选比平常大2个尺码，才能穿出日韩的氛围感
 
潮流薯时尚薯薯队长

","四川
"
2,"优衣库QQ联名
","最后DIY了一件不那么土味的猫猫头像 
","上海
"
2,"优衣库&Jellycat
","优衣库条纹包屁衣和Jellycat的愉快长颈鹿🦒一起拍照太可爱啦
","重庆
"
2,"chiikawax三丽鸥优衣库你就是天才
","再也不骂优衣库联名丑了多搞点搞快点
","上海
"
2,"超值精选优衣库
","真的不考虑入手这件外套吗超级好看男生女生皆可入手
","安徽
"
2,"真的有被优衣库的防晒服惊艳到啊啊
","颜色还很显白

","江苏
"
1,"普通打工人上班穿搭
","
","山东
"
2,"优衣库这条白裤子版型真不错
","
","甘肃
"
2,"优衣库夏季来袭
","
条纹真的百搭，搭蓝色白色裤真的绝美。
L码就是有点长了。101供参考
","上海
"
1,"优衣库饺子包平替
","比y家便宜好多，我感觉没什么区别，很好背，容量很大，非常好
","湖北
"
2,"日常Plog累了就走一走逛一逛吧
","昨天熬夜看了五哈
今天起晚了就随便走走
 
逛优衣库的时候发现，有些童装不错，好看又可爱
 
发带真的可以解救发际线高星人
推荐
但副作用就是在外面走的时候真的好热
 
Jollibee的炸鸡我真的觉得里面的肉又干又硬
意面还是不错滴
 
粉底液和沐浴露等我试了看看咋样
 
表上手还是很美的[星R]
 
愉快的一天就结束啦，希望大家都可以开开心心，远离内耗
 

","新加坡
"
2,"优衣库衬衫你还在配吗？
","衬衫了
降价的优衣库才是好优衣库

","浙江
"
2,"优衣库春季大促销
","减减减快来挑选你的春季出行好物吧
","河南
"
